ouCNBTPLID,ouCNCTPLID,ouIPPTPLID,ouTaxTPLID,laneType,directorat,subdirectorat,oUGrade,oUHashChild,oUID,oUJobDescription,oULevel,oUParentID,oUPayrollTaxTPLID,oUPosition
CNBTPL-1592893600203,,,TAX-TPL-1580284589359,F0001,CORDIRECT-002,CORDIRECT-002-UPENG,"GRADE-001; 1957000-4925000 ;FAC-1603779039850,GRADE-002; 2153000-5418000 ;FAC-1603779039850,GRADE-003; 2369000-5961000 ;FAC-1603779039850,GRADE-004; 5167000-10334000 ;FAC-1603779039850,GRADE-005; 6718000-13346000 ;FAC-1603779039850,GRADE-006; 8734000-17466000 ;FAC-1603779039850,GRADE-007; 11355000-22710000 ;FAC-1603779039850,GRADE-008; 14762000-29524000 ;FAC-1603779039850,GRADE-009; 19191000-38382000 ;FAC-1603779039850,GRADE-010; 25908000-51816000 ;FAC-1603779039850,GRADE-011; 34976000-69525000 ;FAC-1603779039850,GRADE-012; 47218000-69952000 ;FAC-1603779039850,GRADE-013; 47218000-69952000 ;FAC-1603779039850,GRADE-014; 1957000-4925000 ;FAC-160377903985",TRUE,OUID-001,Senior Officer KK Ciputat - JKT,LEVEL-005,NULL,PAY-1580288169116,LEVEL-005-AOFFR
