"id","createdby","createddate","modifiedby","modifieddate","cnbdetails","cnbnotes","cnbphotourl","cnbstatus","cnbtplid","cnbtplname","company","ougrade"
45,EMP-205,2020-04-20 03:17:23,SYSTEM,2020-05-05 01:23:37,"[{""cNBDetaiID"":""CNBCOM-1587353487046"",""cNBValue"":1000000,""cNBDetailNotes"":"""",""cNBType"":""BENEFIT"",""cNBComponent"":{""bizparKey"":""COMPTYPE-006"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Persalinan - Keguguran"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 16:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":""13-03-2020 23:23:47""},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYROLL_TPL_COMPONENT_TYPE"",""bizparStatus"":""ACTIVE"",""bizparValue"":""UMUM"",""bizparCreationalDTO"":{""createdBy"":""E24202D3"",""createdDate"":""17-02-2020 22:36:53"",""modifiedBy"":""E24202D3"",""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}},{""cNBDetaiID"":""CNBCOM-1587353552827"",""cNBValue"":356,""cNBDetailNotes"":"""",""cNBType"":""BENEFIT"",""cNBComponent"":{""bizparKey"":""COMPTYPE-011"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Tunjangan Pernikahan"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 16:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYROLL_TPL_COMPONENT_TYPE"",""bizparStatus"":""ACTIVE"",""bizparValue"":""UMUM"",""bizparCreationalDTO"":{""createdBy"":""E24202D3"",""createdDate"":""17-02-2020 22:36:53"",""modifiedBy"":""E24202D3"",""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}},{""cNBDetaiID"":""CNBCOM-1587353748264"",""cNBValue"":1000000,""cNBDetailNotes"":"""",""cNBType"":""BENEFIT"",""cNBComponent"":{""bizparKey"":""COMPTYPE-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Obat Bebas"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 16:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYROLL_TPL_COMPONENT_TYPE"",""bizparStatus"":""ACTIVE"",""bizparValue"":""UMUM"",""bizparCreationalDTO"":{""createdBy"":""E24202D3"",""createdDate"":""17-02-2020 22:36:53"",""modifiedBy"":""E24202D3"",""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}},{""cNBDetaiID"":""CNBCOM-1587357498511"",""cNBValue"":1000000,""cNBDetailNotes"":"""",""cNBType"":""BENEFIT"",""cNBComponent"":{""bizparKey"":""COMPTYPE-009"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kacamata - Lensa (Progresif)"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 16:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYROLL_TPL_COMPONENT_TYPE"",""bizparStatus"":""ACTIVE"",""bizparValue"":""UMUM"",""bizparCreationalDTO"":{""createdBy"":""E24202D3"",""createdDate"":""17-02-2020 22:36:53"",""modifiedBy"":""E24202D3"",""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}}]","","",INACTIVE,CNBTPL-1587353302441,Benefit A,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-001"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",
54,EMP-205,2020-04-20 01:38:37,SYSTEM,2020-04-20 03:25:20,"[{""cNBDetaiID"":""CNBCOM-1587353120598"",""cNBValue"":3000000,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Obat Bebas"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 16:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 17:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}}]","","",ACTIVE,CNBTPL-1587352923420,BONUS A,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-001"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",
46,EMP-205,2020-04-20 01:32:42,SYSTEM,2020-04-20 03:35:49,"[{""cNBDetaiID"":""CNBCOM-1587353363036"",""cNBValue"":1000000,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Obat Bebas"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 16:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 17:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}},{""cNBDetaiID"":""CNBCOM-1587353749110"",""cNBValue"":2000000,""cNBDetailNotes"":"""",""cNBType"":""BENEFIT"",""cNBComponent"":{""bizparKey"":""COMPTYPE-009"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kacamata - Lensa (Progresif)"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 16:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYROLL_TPL_COMPONENT_TYPE"",""bizparStatus"":""ACTIVE"",""bizparValue"":""UMUM"",""bizparCreationalDTO"":{""createdBy"":""E24202D3"",""createdDate"":""17-02-2020 22:36:53"",""modifiedBy"":""E24202D3"",""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}}]","","",ACTIVE,CNBTPL-1587353310858,Golongan 1,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-001"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",
57,EMP-205,2020-04-29 08:01:09,SYSTEM,2020-05-05 01:23:29,"[{""cNBDetaiID"":""CNBCOM-1588151582042"",""cNBValue"":2000000,""cNBDetailNotes"":"""",""cNBType"":""BENEFIT"",""cNBComponent"":{""bizparKey"":""COMPTYPE-007"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kacamata - Frame"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 16:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 17:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}}]","","",INACTIVE,CNBTPL-1588151399707,GRADE 8,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-001"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",
56,EMP-205,2020-04-20 03:36:28,SYSTEM,2020-05-05 01:23:34,"[{""cNBDetaiID"":""CNBCOM-1587354203523"",""cNBValue"":2000000,""cNBDetailNotes"":"""",""cNBType"":""BENEFIT"",""cNBComponent"":{""bizparKey"":""COMPTYPE-012"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Tunjangan Cuti Istimewa"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 16:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYROLL_TPL_COMPONENT_TYPE"",""bizparStatus"":""ACTIVE"",""bizparValue"":""UMUM"",""bizparCreationalDTO"":{""createdBy"":""E24202D3"",""createdDate"":""17-02-2020 22:36:53"",""modifiedBy"":""E24202D3"",""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}}]","","",INACTIVE,CNBTPL-1587354139967,Compensation WFH Grade A,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-001"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}",
58,EMP-205,2020-06-23 12:48:07,EMP-205,,,"","",ACTIVE,CNBTPL-1592916683949,Test,"{""esID"":""ES-001"",""esSubcoID"":""SUBCO-001"",""esName"":""PT TIGA DAYA DIGITAL INDONESIA""}","{""bizparKey"":""G-0001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""1"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""16-01-2020 00:36:28"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_GRADE""}"
33,EMP-205,2020-01-31 15:59:09,SYSTEM,2020-03-16 05:02:04,[],"",image/configuration_cnb/IMG_CNB_CNBTPL-1580461279799-BAG.jpg,ACTIVE,CNBTPL-1580461279799,BENEFIT & COMPENSATION GOLONGAN 1 GRADE 10,"{""esID"":""ES-1579352234417"",""esSubcoID"":""SUBCO-157935223441714"",""esName"":""Bank Artha Graha Sudirman (KPNO)""}","{""bizparKey"":""GRADE-010"",""bizparStatus"":""ACTIVE"",""bizparValue"":""10"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 10:42:21"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_GRADE""}"
26,EMP-205,2020-01-31 15:44:52,SYSTEM,2020-01-31 16:17:10,[],"",image/configuration_cnb/IMG_CNB_CNBTPL-1580460484441-BAG.jpg,ACTIVE,CNBTPL-1580460484441,BENEFIT & COMPENSATION GOLONGAN 3 GRADE 4,"{""esID"":""ES-1579352234417"",""esSubcoID"":""SUBCO-157935223441714"",""esName"":""Bank Artha Graha Sudirman (KPNO)""}","{""bizparKey"":""GRADE-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""4"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 10:42:21"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_GRADE""}"
59,EMP-001791,2020-07-30 09:26:22,EMP-001791,2020-07-30 09:29:06,"[{""cNBDetaiID"":""CNBCOM-1596076146885"",""cNBValue"":0,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-013"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kacamata - Lensa (Proggresive)"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""07-07-2020 12:06:47"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 10:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}}]","",image/configuration_cnb/IMG_CNB_CNBTPL-1596075982233-BAG.jpg,ACTIVE,CNBTPL-1596075982233,BENEFIT & COMPENSATION GOLONGAN 1 GRADE 13,"{""esID"":""ES-1579352234417"",""esSubcoID"":""SUBCO-157935223441714"",""esName"":""Bank Artha Graha Sudirman (KPNO)""}","{""bizparKey"":""GRADE-013"",""bizparStatus"":""ACTIVE"",""bizparValue"":""13 (NG)"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 10:42:21"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_GRADE""}"
61,EMP-001791,2020-08-06 16:35:47,EMP-001791,2020-08-06 09:36:37,,"","",INACTIVE,CNBTPL-1596706547315,NEW,"{""esID"":""ES-1579352234417"",""esSubcoID"":""SUBCO-157935223441714"",""esName"":""Bank Artha Graha Sudirman (KPNO)""}","{""bizparKey"":""GRADE-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""1"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 10:42:21"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_GRADE""}"
60,EMP-001791,2020-08-04 19:01:13,EMP-001791,2020-08-06 08:53:32,"[{""cNBDetaiID"":""CNBCOM-1596542600032"",""cNBValue"":0,""cNBDetailNotes"":"""",""cNBType"":""BENEFIT"",""cNBComponent"":{""bizparKey"":""COMPTYPE-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Legal Dependent"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 09:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""PERCENTACE"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 10:37:56"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}}]","",image/configuration_cnb/IMG_CNB_CNBTPL-1596542473533-Screenshot from 2020-08-04 17-30-48.png,INACTIVE,CNBTPL-1596542473533,A,"{""esID"":""ES-1579352234417"",""esSubcoID"":""SUBCO-157935223441714"",""esName"":""Bank Artha Graha Sudirman (KPNO)""}","{""bizparKey"":""GRADE-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""1"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 10:42:21"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_GRADE""}"
30,EMP-205,2020-01-31 15:44:52,EMP-001791,2020-08-09 20:04:37,"[{""cNBDetaiID"":""CNBCOM-1596775100976"",""cNBValue"":5000000,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Persalinan - Normal"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 09:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":""13-03-2020 16:23:25""},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 10:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}},{""cNBDetaiID"":""CNBCOM-1596775152767"",""cNBValue"":7500000,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-005"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Persalinan - Caesar"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 09:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":""13-03-2020 16:23:34""},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 10:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}},{""cNBDetaiID"":""CNBCOM-1596775180925"",""cNBValue"":4000000,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-006"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Persalinan - Keguguran"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 09:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":""13-03-2020 16:23:47""},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 10:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}}]","",image/configuration_cnb/IMG_CNB_CNBTPL-1580460577068-BAG.jpg,ACTIVE,CNBTPL-1580460577068,BENEFIT & COMPENSATION GOLONGAN 4 GRADE 2,"{""esID"":""ES-1579352234417"",""esSubcoID"":""SUBCO-157935223441714"",""esName"":""Bank Artha Graha Sudirman (KPNO)""}","{""bizparKey"":""GRADE-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""2"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 10:42:21"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_GRADE""}"
34,EMP-205,2020-01-31 15:59:09,EMP-001791,2020-08-10 08:46:25,"[{""cNBDetaiID"":""CNBCOM-1596977790547"",""cNBValue"":8000000,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-004"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Persalinan - Normal"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 09:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":""13-03-2020 16:23:25""},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 10:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}},{""cNBDetaiID"":""CNBCOM-1596977805687"",""cNBValue"":11000000,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-005"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Persalinan - Caesar"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 09:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":""13-03-2020 16:23:34""},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 10:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}},{""cNBDetaiID"":""CNBCOM-1596977819830"",""cNBValue"":4500000,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-006"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Persalinan - Keguguran"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 09:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":""13-03-2020 16:23:47""},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 10:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}},{""cNBDetaiID"":""CNBCOM-1596977835238"",""cNBValue"":1250000,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-007"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kacamata - Frame"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 09:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 10:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}},{""cNBDetaiID"":""CNBCOM-1596977855536"",""cNBValue"":750000,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-013"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kacamata - Lensa (Proggresive)"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""07-07-2020 12:06:47"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 10:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}},{""cNBDetaiID"":""CNBCOM-1596978011656"",""cNBValue"":500000,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-008"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kacamata - Lensa (Plus, Minus, Softlens)"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 09:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 10:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}},{""cNBDetaiID"":""CNBCOM-1596978053076"",""cNBValue"":35,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Obat Bebas"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 09:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-01"",""bizparStatus"":""ACTIVE"",""bizparValue"":""PERCENTACE"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 10:37:56"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}},{""cNBDetaiID"":""CNBCOM-1596978086745"",""cNBValue"":8500000,""cNBDetailNotes"":"""",""cNBType"":""COMPENSATION"",""cNBComponent"":{""bizparKey"":""COMPTYPE-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Rawat Jalan"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""13-03-2020 09:06:03"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""COMPENSATION_TYPE""},""cNBValueType"":{""bizparKey"":""PAYTPLCOMTYP-02"",""bizparStatus"":""ACTIVE"",""bizparValue"":""STANDARD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""11-09-2019 10:38:08"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""PAYROLL_TPL_COMPONENT_TYPE""}}]","",image/configuration_cnb/IMG_CNB_CNBTPL-1580461730338-BAG.jpg,ACTIVE,CNBTPL-1580461730338,BENEFIT & COMPENSATION GOLONGAN 2 GRADE 7,"{""esID"":""ES-1579352234417"",""esSubcoID"":""SUBCO-157935223441714"",""esName"":""Bank Artha Graha Sudirman (KPNO)""}","{""bizparKey"":""GRADE-007"",""bizparStatus"":""ACTIVE"",""bizparValue"":""7"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""11-02-2020 10:42:21"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_GRADE""}"
