ouCNBTPLID,ouCNCTPLID,ouIPPTPLID,ouTaxTPLID,laneType,oUGrade,oUHashChild,oUID,oUJobDescription,oULevel,oUParentID,oUPayrollTaxTPLID,oUPosition,,,oUGrade
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-DDADC10077,Deputi Direktur Admin Corporate Secretary,LVL-003,OUID-DIRCS10066,PAY-1580288169116,LVL-003-DDADC,,,"GRADE-001;	1957000-4925000	;FAC-1603779164791;GRADE-002;	2153000-5418000	;FAC-1603779164791;GRADE-003;	2369000-5961000	;FAC-1603779164791;GRADE-004;	5167000-10334000	;FAC-1603779164791;GRADE-005;	6718000-13346000	;FAC-1603779164791;GRADE-006;	8734000-17466000	;FAC-1603779164791;GRADE-007;	11355000-22710000	;FAC-1603779164791;GRADE-008;	14762000-29524000	;FAC-1603779164791;GRADE-009;	19191000-38382000	;FAC-1603779164791;GRADE-010;	25908000-51816000	;FAC-1603779164791;GRADE-011;	34976000-69525000	;FAC-1603779164791;GRADE-012;	47218000-69952000	;FAC-1603779164791;GRADE-013;	47218000-69952000	;FAC-1603779164791;GRADE-014;	1957000-4925000	;FAC-1603779164791"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-EOTSP10078,Executive Officer Tg.Jwb Sosial & Peng Perusahaan ,LVL-004,OUID-DDADC10077,PAY-1580288169116,LVL-004-EOTSP,,,"GRADE-001;	1957000-4925000	;FAC-1603778861841;GRADE-002;	2153000-5418000	;FAC-1603778861841;GRADE-003;	2369000-5961000	;FAC-1603778861841;GRADE-004;	5167000-10334000	;FAC-1603778861841;GRADE-005;	6718000-13346000	;FAC-1603778861841;GRADE-006;	8734000-17466000	;FAC-1603778861841;GRADE-007;	11355000-22710000	;FAC-1603778861841;GRADE-008;	14762000-29524000	;FAC-1603778861841;GRADE-009;	19191000-38382000	;FAC-1603778861841;GRADE-010;	25908000-51816000	;FAC-1603778861841;GRADE-011;	34976000-69525000	;FAC-1603778861841;GRADE-012;	47218000-69952000	;FAC-1603778861841;GRADE-013;	47218000-69952000	;FAC-1603778861841;GRADE-014;	1957000-4925000	;FAC-1603778861841"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOCSR10079,Senior Officer CSSR,LVL-005,OUID-EOTSP10078,PAY-1580288169116,LVL-005-SOCSR,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-STCSR10080,Staff CSSR,LVL-006,OUID-EOTSP10078,PAY-1580288169116,LVL-006-STCSR,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-EOASP10081,Executive Officer Admin Sekretaris Perusahaan,LVL-004,OUID-DDADC10077,PAY-1580288169116,LVL-004-EOASP,,,"GRADE-001;	1957000-4925000	;FAC-1603778861841;GRADE-002;	2153000-5418000	;FAC-1603778861841;GRADE-003;	2369000-5961000	;FAC-1603778861841;GRADE-004;	5167000-10334000	;FAC-1603778861841;GRADE-005;	6718000-13346000	;FAC-1603778861841;GRADE-006;	8734000-17466000	;FAC-1603778861841;GRADE-007;	11355000-22710000	;FAC-1603778861841;GRADE-008;	14762000-29524000	;FAC-1603778861841;GRADE-009;	19191000-38382000	;FAC-1603778861841;GRADE-010;	25908000-51816000	;FAC-1603778861841;GRADE-011;	34976000-69525000	;FAC-1603778861841;GRADE-012;	47218000-69952000	;FAC-1603778861841;GRADE-013;	47218000-69952000	;FAC-1603778861841;GRADE-014;	1957000-4925000	;FAC-1603778861841"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOASP10082,Senior Officer Admin Sekretaris Perusahaan ,LVL-005,OUID-EOASP10081,PAY-1580288169116,LVL-005-SOASP,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-STASP10083,Staff Admin Sekretaris Perusahaan ,LVL-006,OUID-EOASP10081,PAY-1580288169116,LVL-006-STASP,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-DDHIN10084,Deputi Direktur Hubungan Internasional,LVL-003,OUID-DIRCS10066,PAY-1580288169116,LVL-003-DDHIN,,,"GRADE-001;	1957000-4925000	;FAC-1603779164791;GRADE-002;	2153000-5418000	;FAC-1603779164791;GRADE-003;	2369000-5961000	;FAC-1603779164791;GRADE-004;	5167000-10334000	;FAC-1603779164791;GRADE-005;	6718000-13346000	;FAC-1603779164791;GRADE-006;	8734000-17466000	;FAC-1603779164791;GRADE-007;	11355000-22710000	;FAC-1603779164791;GRADE-008;	14762000-29524000	;FAC-1603779164791;GRADE-009;	19191000-38382000	;FAC-1603779164791;GRADE-010;	25908000-51816000	;FAC-1603779164791;GRADE-011;	34976000-69525000	;FAC-1603779164791;GRADE-012;	47218000-69952000	;FAC-1603779164791;GRADE-013;	47218000-69952000	;FAC-1603779164791;GRADE-014;	1957000-4925000	;FAC-1603779164791"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-DIRCR10085,Direktur Credit Recovery ,LVL-001,OUID-DRUTM10006,PAY-1580288169116,LVL-001-DIRCR,,,"GRADE-001;	1957000-4925000	;FAC-1603779386752;GRADE-002;	2153000-5418000	;FAC-1603779386752;GRADE-003;	2369000-5961000	;FAC-1603779386752;GRADE-004;	5167000-10334000	;FAC-1603779386752;GRADE-005;	6718000-13346000	;FAC-1603779386752;GRADE-006;	8734000-17466000	;FAC-1603779386752;GRADE-007;	11355000-22710000	;FAC-1603779386752;GRADE-008;	14762000-29524000	;FAC-1603779386752;GRADE-009;	19191000-38382000	;FAC-1603779386752;GRADE-010;	25908000-51816000	;FAC-1603779386752;GRADE-011;	34976000-69525000	;FAC-1603779386752;GRADE-012;	47218000-69952000	;FAC-1603779386752;GRADE-013;	47218000-69952000	;FAC-1603779386752;GRADE-014;	1957000-4925000	;FAC-1603779386752"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-ASSCR10086,Associate Director Credit Recovery,LVL-002,OUID-DIRCR10085,PAY-1580288169116,LVL-002-ASSCR,,,"GRADE-001;	1957000-4925000	;FAC-1603793701560;GRADE-002;	2153000-5418000	;FAC-1603793701560;GRADE-003;	2369000-5961000	;FAC-1603793701560;GRADE-004;	5167000-10334000	;FAC-1603793701560;GRADE-005;	6718000-13346000	;FAC-1603793701560;GRADE-006;	8734000-17466000	;FAC-1603793701560;GRADE-007;	11355000-22710000	;FAC-1603793701560;GRADE-008;	14762000-29524000	;FAC-1603793701560;GRADE-009;	19191000-38382000	;FAC-1603793701560;GRADE-010;	25908000-51816000	;FAC-1603793701560;GRADE-011;	34976000-69525000	;FAC-1603793701560;GRADE-012;	47218000-69952000	;FAC-1603793701560;GRADE-013;	47218000-69952000	;FAC-1603793701560;GRADE-014;	1957000-4925000	;FAC-1603793701560"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-DDSAM10087,Deputi Direktur SAM ,LVL-003,OUID-ASSCR10086,PAY-1580288169116,LVL-003-DDSAM,,,"GRADE-001;	1957000-4925000	;FAC-1603779164791;GRADE-002;	2153000-5418000	;FAC-1603779164791;GRADE-003;	2369000-5961000	;FAC-1603779164791;GRADE-004;	5167000-10334000	;FAC-1603779164791;GRADE-005;	6718000-13346000	;FAC-1603779164791;GRADE-006;	8734000-17466000	;FAC-1603779164791;GRADE-007;	11355000-22710000	;FAC-1603779164791;GRADE-008;	14762000-29524000	;FAC-1603779164791;GRADE-009;	19191000-38382000	;FAC-1603779164791;GRADE-010;	25908000-51816000	;FAC-1603779164791;GRADE-011;	34976000-69525000	;FAC-1603779164791;GRADE-012;	47218000-69952000	;FAC-1603779164791;GRADE-013;	47218000-69952000	;FAC-1603779164791;GRADE-014;	1957000-4925000	;FAC-1603779164791"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-EOSAM10088,Executive Officer SAM ,LVL-004,OUID-DDSAM10087,PAY-1580288169116,LVL-004-EOSAM,,,"GRADE-001;	1957000-4925000	;FAC-1603778861841;GRADE-002;	2153000-5418000	;FAC-1603778861841;GRADE-003;	2369000-5961000	;FAC-1603778861841;GRADE-004;	5167000-10334000	;FAC-1603778861841;GRADE-005;	6718000-13346000	;FAC-1603778861841;GRADE-006;	8734000-17466000	;FAC-1603778861841;GRADE-007;	11355000-22710000	;FAC-1603778861841;GRADE-008;	14762000-29524000	;FAC-1603778861841;GRADE-009;	19191000-38382000	;FAC-1603778861841;GRADE-010;	25908000-51816000	;FAC-1603778861841;GRADE-011;	34976000-69525000	;FAC-1603778861841;GRADE-012;	47218000-69952000	;FAC-1603778861841;GRADE-013;	47218000-69952000	;FAC-1603778861841;GRADE-014;	1957000-4925000	;FAC-1603778861841"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOSAM10089,Senior Officer Pengelolaan Aset Khusus,LVL-005,OUID-EOSAM10088,PAY-1580288169116,LVL-005-SOSAM,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-STPAKH10090,Staff Pengelolaan Aset Khusus,LVL-006,OUID-EOSAM10088,PAY-1580288169116,LVL-006-STPAKH,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-DDRMD10091,Deputi Direktur Remedial,LVL-003,OUID-ASSCR10086,PAY-1580288169116,LVL-003-DDRMD,,,"GRADE-001;	1957000-4925000	;FAC-1603779164791;GRADE-002;	2153000-5418000	;FAC-1603779164791;GRADE-003;	2369000-5961000	;FAC-1603779164791;GRADE-004;	5167000-10334000	;FAC-1603779164791;GRADE-005;	6718000-13346000	;FAC-1603779164791;GRADE-006;	8734000-17466000	;FAC-1603779164791;GRADE-007;	11355000-22710000	;FAC-1603779164791;GRADE-008;	14762000-29524000	;FAC-1603779164791;GRADE-009;	19191000-38382000	;FAC-1603779164791;GRADE-010;	25908000-51816000	;FAC-1603779164791;GRADE-011;	34976000-69525000	;FAC-1603779164791;GRADE-012;	47218000-69952000	;FAC-1603779164791;GRADE-013;	47218000-69952000	;FAC-1603779164791;GRADE-014;	1957000-4925000	;FAC-1603779164791"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-EORMJ10092,Executive Officer Remedial Jabodetabek,LVL-004,OUID-DDRMD10091,PAY-1580288169116,LVL-004-EORMJ,,,"GRADE-001;	1957000-4925000	;FAC-1603778861841;GRADE-002;	2153000-5418000	;FAC-1603778861841;GRADE-003;	2369000-5961000	;FAC-1603778861841;GRADE-004;	5167000-10334000	;FAC-1603778861841;GRADE-005;	6718000-13346000	;FAC-1603778861841;GRADE-006;	8734000-17466000	;FAC-1603778861841;GRADE-007;	11355000-22710000	;FAC-1603778861841;GRADE-008;	14762000-29524000	;FAC-1603778861841;GRADE-009;	19191000-38382000	;FAC-1603778861841;GRADE-010;	25908000-51816000	;FAC-1603778861841;GRADE-011;	34976000-69525000	;FAC-1603778861841;GRADE-012;	47218000-69952000	;FAC-1603778861841;GRADE-013;	47218000-69952000	;FAC-1603778861841;GRADE-014;	1957000-4925000	;FAC-1603778861841"
