ouCNBTPLID,ouCNCTPLID,ouIPPTPLID,ouTaxTPLID,laneType,oUGrade,oUHashChild,oUID,oUJobDescription,oULevel,oUParentID,oUPayrollTaxTPLID,oUPosition,,,oUGrade
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOSOU10331,Senior Officer Sentra Operasi Denpasar,LVL-005,OUID-EOSOC10304,PAY-1580288169116,LVL-005-SOSOU,,,"GRADE-001;	1957000-4925000	;FAC-1603794365984;GRADE-002;	2153000-5418000	;FAC-1603794365984;GRADE-003;	2369000-5961000	;FAC-1603794365984;GRADE-004;	5167000-10334000	;FAC-1603794365984;GRADE-005;	6718000-13346000	;FAC-1603794365984;GRADE-006;	8734000-17466000	;FAC-1603794365984;GRADE-007;	11355000-22710000	;FAC-1603794365984;GRADE-008;	14762000-29524000	;FAC-1603794365984;GRADE-009;	19191000-38382000	;FAC-1603794365984;GRADE-010;	25908000-51816000	;FAC-1603794365984;GRADE-011;	34976000-69525000	;FAC-1603794365984;GRADE-012;	47218000-69952000	;FAC-1603794365984;GRADE-013;	47218000-69952000	;FAC-1603794365984;GRADE-014;	1957000-4925000	;FAC-1603794365984"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-STSSD10332,Staff Sentra Denpasar,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-STSSD,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOSOW10333,Senior Officer Sentra Operasi Batam,LVL-005,OUID-EOSOC10304,PAY-1580288169116,LVL-005-SOSOW,,,"GRADE-001;	1957000-4925000	;FAC-1603794365984;GRADE-002;	2153000-5418000	;FAC-1603794365984;GRADE-003;	2369000-5961000	;FAC-1603794365984;GRADE-004;	5167000-10334000	;FAC-1603794365984;GRADE-005;	6718000-13346000	;FAC-1603794365984;GRADE-006;	8734000-17466000	;FAC-1603794365984;GRADE-007;	11355000-22710000	;FAC-1603794365984;GRADE-008;	14762000-29524000	;FAC-1603794365984;GRADE-009;	19191000-38382000	;FAC-1603794365984;GRADE-010;	25908000-51816000	;FAC-1603794365984;GRADE-011;	34976000-69525000	;FAC-1603794365984;GRADE-012;	47218000-69952000	;FAC-1603794365984;GRADE-013;	47218000-69952000	;FAC-1603794365984;GRADE-014;	1957000-4925000	;FAC-1603794365984"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOBTH10334,Supervisor Operasi Batam,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-SOBTH,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-STSBT10335,Staff Sentra Batam,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-STSBT,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOOCB10336,Senior Officer Sentra Operasi Lampung,LVL-005,OUID-EOSOC10304,PAY-1580288169116,LVL-005-SOOCB,,,"GRADE-001;	1957000-4925000	;FAC-1603794365984;GRADE-002;	2153000-5418000	;FAC-1603794365984;GRADE-003;	2369000-5961000	;FAC-1603794365984;GRADE-004;	5167000-10334000	;FAC-1603794365984;GRADE-005;	6718000-13346000	;FAC-1603794365984;GRADE-006;	8734000-17466000	;FAC-1603794365984;GRADE-007;	11355000-22710000	;FAC-1603794365984;GRADE-008;	14762000-29524000	;FAC-1603794365984;GRADE-009;	19191000-38382000	;FAC-1603794365984;GRADE-010;	25908000-51816000	;FAC-1603794365984;GRADE-011;	34976000-69525000	;FAC-1603794365984;GRADE-012;	47218000-69952000	;FAC-1603794365984;GRADE-013;	47218000-69952000	;FAC-1603794365984;GRADE-014;	1957000-4925000	;FAC-1603794365984"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-STSTL10337,Staff Sentra Lampung ,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-STSTL,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOOCC10338,Senior Officer Sentra Operasi Makasar,LVL-005,OUID-EOSOC10304,PAY-1580288169116,LVL-005-SOOCC,,,"GRADE-001;	1957000-4925000	;FAC-1603794365984;GRADE-002;	2153000-5418000	;FAC-1603794365984;GRADE-003;	2369000-5961000	;FAC-1603794365984;GRADE-004;	5167000-10334000	;FAC-1603794365984;GRADE-005;	6718000-13346000	;FAC-1603794365984;GRADE-006;	8734000-17466000	;FAC-1603794365984;GRADE-007;	11355000-22710000	;FAC-1603794365984;GRADE-008;	14762000-29524000	;FAC-1603794365984;GRADE-009;	19191000-38382000	;FAC-1603794365984;GRADE-010;	25908000-51816000	;FAC-1603794365984;GRADE-011;	34976000-69525000	;FAC-1603794365984;GRADE-012;	47218000-69952000	;FAC-1603794365984;GRADE-013;	47218000-69952000	;FAC-1603794365984;GRADE-014;	1957000-4925000	;FAC-1603794365984"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SPSUPG10339,Supervisor Pelaporan Sentra Makasar,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-SPSUPG,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOUPG10340,Supervisor Operasi Makasar,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-SOUPG,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SSNTRM10341,Staff Sentra Makasar,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-SSNTRM,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOOCG10342,Senior Officer Sentra Operasi Manado,LVL-005,OUID-EOSOC10304,PAY-1580288169116,LVL-005-SOOCG,,,"GRADE-001;	1957000-4925000	;FAC-1603794365984;GRADE-002;	2153000-5418000	;FAC-1603794365984;GRADE-003;	2369000-5961000	;FAC-1603794365984;GRADE-004;	5167000-10334000	;FAC-1603794365984;GRADE-005;	6718000-13346000	;FAC-1603794365984;GRADE-006;	8734000-17466000	;FAC-1603794365984;GRADE-007;	11355000-22710000	;FAC-1603794365984;GRADE-008;	14762000-29524000	;FAC-1603794365984;GRADE-009;	19191000-38382000	;FAC-1603794365984;GRADE-010;	25908000-51816000	;FAC-1603794365984;GRADE-011;	34976000-69525000	;FAC-1603794365984;GRADE-012;	47218000-69952000	;FAC-1603794365984;GRADE-013;	47218000-69952000	;FAC-1603794365984;GRADE-014;	1957000-4925000	;FAC-1603794365984"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOPSSM10343,Supervisor Operasional Sentra Manado,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-SOPSSM,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-STSMDS10344,Staff Sentra Manado,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-STSMDS,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-SOOCI10345,Senior Officer Sentra Operasi Medan,LVL-005,OUID-EOSOC10304,PAY-1580288169116,LVL-005-SOOCI,,,"GRADE-001;	1957000-4925000	;FAC-1603794365984;GRADE-002;	2153000-5418000	;FAC-1603794365984;GRADE-003;	2369000-5961000	;FAC-1603794365984;GRADE-004;	5167000-10334000	;FAC-1603794365984;GRADE-005;	6718000-13346000	;FAC-1603794365984;GRADE-006;	8734000-17466000	;FAC-1603794365984;GRADE-007;	11355000-22710000	;FAC-1603794365984;GRADE-008;	14762000-29524000	;FAC-1603794365984;GRADE-009;	19191000-38382000	;FAC-1603794365984;GRADE-010;	25908000-51816000	;FAC-1603794365984;GRADE-011;	34976000-69525000	;FAC-1603794365984;GRADE-012;	47218000-69952000	;FAC-1603794365984;GRADE-013;	47218000-69952000	;FAC-1603794365984;GRADE-014;	1957000-4925000	;FAC-1603794365984"
CNBTPL-1603787695457,,,TAX-TPL-1603788542082,,GRADE-001;1957000-4925000;FAC-1603793885578;GRADE-002;2153000-5418000;FAC-1603793885578;GRADE-003;2369000-5961000;FAC-1603793885578;GRADE-004;5167000-10334000;FAC-1603793885578;GRADE-005;6718000-13346000;FAC-1603793885578;GRADE-006;8734000-17466000;FAC-1603793885578;GRADE-007;11355000-22710000;FAC-1603793885578;GRADE-008;14762000-29524000;FAC-1603793885578;GRADE-009;19191000-38382000;FAC-1603793885578;GRADE-010;25908000-51816000;FAC-1603793885578;GRADE-011;34976000-69525000;FAC-1603793885578;GRADE-012;47218000-69952000;FAC-1603793885578;GRADE-013;47218000-69952000;FAC-1603793885578;GRADE-014;1957000-4925000;FAC-1603793885578,TRUE,OUID-STOSM10346,Staff Operasional Sentra Medan,LVL-006,OUID-EOSOC10304,PAY-1580288169116,LVL-006-STOSM,,,"GRADE-001;	1957000-4925000	;FAC-1603793792694;GRADE-002;	2153000-5418000	;FAC-1603793792694;GRADE-003;	2369000-5961000	;FAC-1603793792694;GRADE-004;	5167000-10334000	;FAC-1603793792694;GRADE-005;	6718000-13346000	;FAC-1603793792694;GRADE-006;	8734000-17466000	;FAC-1603793792694;GRADE-007;	11355000-22710000	;FAC-1603793792694;GRADE-008;	14762000-29524000	;FAC-1603793792694;GRADE-009;	19191000-38382000	;FAC-1603793792694;GRADE-010;	25908000-51816000	;FAC-1603793792694;GRADE-011;	34976000-69525000	;FAC-1603793792694;GRADE-012;	47218000-69952000	;FAC-1603793792694;GRADE-013;	47218000-69952000	;FAC-1603793792694;GRADE-014;	1957000-4925000	;FAC-1603793792694"
